,Unnamed: 0,Log,new_tag
1824,1824,i just ran two miles. i'm really exhausted!,Aerobic
1825,1825,i just did fifty pushups. my muscles feel really sore.,Strength
1826,1826,i took a class in aerobics. i felt good while doing the exercise and sore after exercise.,Aerobic
1827,1827,"i took a weight lifting class. i felt good, had lots of energy.",Strength
1828,1828,i ran for an hr i felt refreshed,Aerobic
1829,1829,i went for zumba class for 45 min i felt energized,Aerobic
1830,1830,i just finished a 2 hour long ballet class my body feels tired but i also feel uplifted,Aerobic
1831,1831,i just did three sets of lunges. my legs are shaky and it is difficult to walk.,Strength
1832,1832,i spent forty five minutes on the exerciese bike. my legs felt like jello.,Aerobic
1833,1833,i did a yoga routine. i have sore muscles i didn't know i had.,Aerobic
1834,1834,i did a 30 min hiit style workout it was hard but i felt good after,Aerobic
1835,1835,i did a barre based workout i felt challenged but stretched out after,Aerobic
1836,1836,i ran 2 miles on the treadmill i felt physically exhausted,Aerobic
1837,1837,i did 3 sets of pushups with 30 reps my chest and back of arms are sore.,Strength
1838,1838,i did yoga i felt refreshed,Aerobic
1839,1839,i walked 2 miles i felt tired,Aerobic
1840,1840,i attended zumba for 1 hour it felt refreshing,Aerobic
1841,1841,i ran on the treadmill for 45 minutes i felt tired and worked,Aerobic
1842,1842,"i just walked 1.60 miles on the old falcon nest golf course felt good, a little out of breath, but good.",Aerobic
1843,1843,"walked 1.6 miles down mcdaniels to kings circle and back. felt good, good pace.",Aerobic
1844,1844,bicep curl i felt weak,Strength
1845,1845,leg press i have felt stronger in the past,Strength
1846,1846,i did 10 push ups on a workout mat. i felt the pain in my arms and chest.,Strength
1847,1847,i did 5 pull ups on a workout bar i must have gained weight!,Strength
1848,1848,i ran three miles i felt amazing after the run,Aerobic
1849,1849,i did a tough bench press workout i felt exhausted after the workout,Strength
1850,1850,i ran two miles. i felt energized.,Aerobic
1851,1851,i biked thirty minutes. i felt tired.,Aerobic
1852,1852,i did 50 pushups without a break my arms and chest burn,Strength
1853,1853,i jumped rope for 5 consecutive minutes i am winded and sweating profusely,Aerobic
1854,1854,i walked one mile on the treadmill i felt great afterward,Aerobic
1855,1855,i lifted weights for about 10 minutes  my arms were burning during and afterward.,Strength
1856,1856,"i walked along the river on the walking path. i felt great, like i was making very good time.",Aerobic
1857,1857,"i did a workout on the stepper at home. i started out strong, but got pretty tired by the end of the workout.",Aerobic
1858,1858,i took a walk. i felt refreshed.,Aerobic
1859,1859,i did a cardio video. it felt energizing and fun.,Aerobic
1860,1860,i just danced for 40 minutes. i felt energized.,Aerobic
1861,1861,i just walked for 35 minutes. i felt fresh.,Aerobic
1862,1862,i lifted legs today! i was tired from being sick,Aerobic
1863,1863,i walked for 25 minutes.  it was better than anticipated.,Aerobic
1864,1864,i rode my horse for the last hour. i need more groundwork.,Aerobic
1865,1865,i jogged for 45 minutes. i'm tight and worn out.,Aerobic
1866,1866,i just walked around the block twice. (1 mile) i felt like i couldn't breathe.,Aerobic
1867,1867,i did a plank for one minute. i felt like time wasn't moving and my shoulders started to hurt real bad.,Strength
1868,1868,i went for a jog i was exhausted,Aerobic
1869,1869,i went swimming i felt good,Aerobic
1870,1870,just rode the exercise bike for 30 minutes.  legs are a bit sore.,Aerobic
1871,1871,went for an 8 mile hike along a trail in the wods felt good out there a bit cold but worth it for the fresh air.,Aerobic
1872,1872,i did a skipping feeling relaxed,Aerobic
1873,1873,i did jogging feeling relaxed,Aerobic
1874,1874,i walked thirty minutes. i felt better than when i started because i was doing something to help relieve stress,Aerobic
1875,1875,i did downward facing dog it hurt because i haven't done any yoga in weeks,Aerobic
1876,1876,i spent 45 minutes doing pool aerobics. i felt great after this workout.,Aerobic
1877,1877,i did an exercise called body groove. i was sore but it felt good.,Aerobic
1878,1878,i lifted weights. i felt powerful.,Strength
1879,1879,i ran a mile. i felt exhausted.,Aerobic
1880,1880,i walked 4 miles. my walk was energizing!,Aerobic
1881,1881,i ran 3 miles today. my run was long and hard.,Aerobic
1882,1882,i did my first yoga session i was wiped out,Aerobic
1883,1883,i did 45 minutes on the treadmill it was exhilerating,Aerobic
1884,1884,"i just finished 100 crunches my abs are pretty sore, i feel like i might throw up",Strength
1885,1885,i just did 50 burpees i feel very light headed now,Aerobic
1886,1886,i went for a walk i felt good.,Aerobic
1887,1887,i went swimming i love to swim,Aerobic
1888,1888,i just jogged for 5 miles. i am exhausted.,Aerobic
1889,1889,i just did 50 crunches. i can feel the burn in my abs.,Strength
1890,1890,i just did 60 minutes of cardio. i'm exhausted and hungry.,Aerobic
1891,1891,i just did a whole lot of crunches. i feel somewhat energized.,Strength
1892,1892,i did 4 miles on the stationary bike.   i feel proud and energized.,Aerobic
1893,1893,"i did an hours worth of exercise with the kettle ball. i feel sore, but accomplished.",Aerobic
1894,1894,i just did some leg lifts.  my stomach feels weak.,Strength
1895,1895,i just biked for an hour.  i feel great.,Aerobic
1896,1896,i did some free weight exercises today it made my arms get sore.,Strength
1897,1897,a few monthes ago a friend and i rode bikes down a bike trail. i was hungry enough to buy a sandwich after this workout.,Aerobic
1898,1898,i walked on the treadmill for 60 minutes. my legs are weak and i want to sit.,Aerobic
1899,1899,i just did 100 pushups. my arms and aching and they are going to hurt really bad tomorrow.,Strength
1900,1900,i tried kick boxing today. i thought i was going to die.,Aerobic
1901,1901,i used the treadmill at the gym today. my legs feel like noodles.,Aerobic
1902,1902,one hour workout lifting weights at the gym i feel great and have a great pump after lifting weights,Strength
1903,1903,"super long run around the lake at the local park super tired after the long run, but being out in nature felt great",Aerobic
1904,1904,i did chest dip i was out of breathe,Strength
1905,1905,i did leg presses my thighs and butt are really stiff now,Strength
1906,1906,i walked around the block two times i felt refreshed and more lively,Aerobic
1907,1907,i ran around the block one time i felt exhausted and tired after running,Aerobic
1908,1908,swimming i felt tired,Aerobic
1909,1909,volley ball i felt relaxation,Aerobic
1910,1910,i deadlifted 200 lbs. man that hurt,Strength
1911,1911,i did an abs rotation my tummy is on fire.,Strength
1912,1912,i rowed 10 minutes on the rowing machine. i was completely exhausted.,Aerobic
1913,1913,i rowed 15 minutes on the rowing machine in 5 minute intervals with 1 minute rest in between. i was exhausted and sweating much harder than the first workout.,Aerobic
1914,1914,one hour walk very good,Aerobic
1915,1915,i played two hours baseball i'm very exhausted,Aerobic
1916,1916,"i played basketball for the last 2 hours with my friends. it felt amazing i can’t wait to do it again,",Aerobic
1917,1917,i just got back from swimming laps at the pool. i forgot how tired i am after the pool.,Aerobic
1918,1918,i ran 3 kilometers on the beach it was energitic,Aerobic
1919,1919,i used skip everday feels great!!,Aerobic
1920,1920,i ran one mile i felt tired but accomplished,Aerobic
1921,1921,i did 15 weight flys i felt sore,Strength
1922,1922,i ran two miles. i'm out of shape.,Aerobic
1923,1923,i walked two miles. i felt good.,Aerobic
1924,1924,aerobic activities increase your breathing and heart rate. i felt energetic.,Aerobic
1925,1925,squat is my second workout exercise. i felt energetic and fresh.,Strength
1926,1926,i like to run on a treadmill i feel energized and fit,Aerobic
1927,1927,i like to use the elliptical machine i feel like  it builds arm and leg muscles,Aerobic
1928,1928,i did yoga for one hour today i feel sore,Aerobic
1929,1929,i rode my bike for 10 miles  now my legs feel numb,Aerobic
1930,1930,i ran a 5k race this morning.  i was really slow since it was so hot outside.,Aerobic
1931,1931,i just went to my taekwondo class.  all the kicks and jumping made my legs sore.,Strength
1932,1932,i worked out on the rower for 30 minutes today. i now feel like my arms are dead weight.,Aerobic
1933,1933,i did the 100 squat challenge at the gym.  my legs now feel shaky.,Strength
1934,1934,i walked for ten minutes. i felt warmed up.,Aerobic
1935,1935,i did dumbbell bench. i felt tired.,Strength
1936,1936,i ran for 30 minutes on the treadmill at a 9 minute pace i felt a little tired but overall good,Aerobic
1937,1937,i rode the stationary bike at moderate intensity for an hour my legs were tired but cardio wise i was fine,Aerobic
1938,1938,i did a warmup jog on the treadmill for one mile. it got my energy going to keep working out.,Aerobic
1939,1939,i did the leg press at 150 pounds. i felt a good burn and good workout.,Strength
1940,1940,i did 100 pushups. it was awesome and feel better.,Strength
1941,1941,i did 100 situps. it was kinda hard and felt kinda sick.,Strength
1942,1942,i just did 35 jumping jacks in under 90 seconds! my legs are so shaky and i can't stand anymore.,Aerobic
1943,1943,i just did 3 sets of 10 burpees. i feel like i am going to pass out.,Aerobic
1944,1944,i did an exercuse video for 20 minutes. i was exhausted!,Aerobic
1945,1945,i did yoga! i felt rejuvenated!,Aerobic
1946,1946,i did 1 hour of weight lifting. my body is sore.,Strength
1947,1947,i just did 20 minutes of lunges. my legs are shaky and wobbly.,Strength
1948,1948,one set of squats now my legs hurt,Strength
1949,1949,stairclimbing for 5 minutes now my legs hurt and i'm gonna have a heart attack.,Aerobic
1950,1950,i did an hour of yoga. i feel great!,Aerobic
1951,1951,i went for a 6 mile walk. i feel energized!,Aerobic
1952,1952,"""i did a workout from my yoga app."" ""my muscles feel better.""",Aerobic
1953,1953,"""i did a dance fitness class."" ""i am tired and out of shape.""",Aerobic
1954,1954,i walked 2 miles on the treadmill. my legs were burning.,Aerobic
1955,1955,i did 5 minutes on the stair machine. my thighs were very sore,Aerobic
1956,1956,"i spent 40 minutes on the treadmill today. my feet were killing me, but i felt great when i finished.",Aerobic
1957,1957,"well, i reached my next goal today; i finally hit the weight machines. i felt silly because i wasn't sure how to operate the machine.",Strength
1958,1958,i went for a long run i was tired but psyched that i got out to do something.,Aerobic
1959,1959,i did a slwo yoga class i feel so relaxed and good after all the stretching.,Aerobic
1960,1960,i just ran on the elliptical for one hour. i feel super tired.,Aerobic
1961,1961,i just took a yoga class. i feel super relaxed.,Aerobic
1962,1962,i ran for 30 minutes around my neighborhood. i was extremely exhausted.,Aerobic
1963,1963,i played football outside with my friends yesterday. i was very tired but relaxed at the same time.,Aerobic
1964,1964,i jumped rope for 10 minutes. i feel jiggly and tired!,Aerobic
1965,1965,i walked vigorously for 20 minutes. i feel energized!,Aerobic
1966,1966,"did 4 sets of hills at the stadium, from track to top bleachers really burned my calves, but endurance-wise it was great",Aerobic
1967,1967,"swam pretty fast from the dock to the south bay and back, about one and a half miles. water was cold so it really felt good to push the swim. arms are spent!",Aerobic
1968,1968,i just biked for 3 miles.  i really need to do this more often!,Aerobic
1969,1969,i just stretched for 30 minutes.  it felt wonderful!,Aerobic
1970,1970,i just speed walked a 10 mile path. i feel very tired but refrshed.,Aerobic
1971,1971,i ran on the treadmill at the gym for 45 minutes. it was exhausting and my calves feel sore.,Aerobic
1972,1972,i swam in the pool for 30 minutes today i felt rejuvenated!,Aerobic
1973,1973,i did five sets of pushups today i felt exhausted from the effort!,Strength
1974,1974,i walked four miles outside today i felt invigorated and energized,Aerobic
1975,1975,"i worked out inside on the elliptical machine for 30 minutes i was winded, but got through. my legs were a little shaky and my feet were starting to get numb.",Aerobic
1976,1976,i rode my peleton bike i was exhausted,Aerobic
1977,1977,i did a floor exercise my arms were like jello,Aerobic
1978,1978,i ran 4 miles outside  the first half was awful the second half was better,Aerobic
1979,1979,i did yoga for an hour  the start i was stiff but felt better after,Aerobic
1980,1980,i played basketball after work. i am so exhausted!,Aerobic
1981,1981,"i ran for an hour yesterday. my legs felt fine, i feel like i could run some more.",Aerobic
1982,1982,i deadlifted heavy for 5 sets it was great because i had no back pain.,Strength
1983,1983,"i did some preacher curls  fantastic, my arms got a nice pump.",Strength
1984,1984,i just lifted five sets of bench presses! i feel sore,Strength
1985,1985,i did ten weighted sit ups! i hope i can improve,Strength
1986,1986,running in an area you know tired but productive,Aerobic
1987,1987,"jogging in a place i know tired, and not as sore as running",Aerobic
1988,1988,i just jogged for a mile. i felt totally winded.,Aerobic
1989,1989,i played lacrosse for an hour. i felt energized.,Aerobic
1990,1990,ran two miles  terrible,Aerobic
1991,1991,two sets of dumbbell squats    feel grained and tried,Strength
1992,1992,i did some sit ups on the floor mat today. i felt very tired after i was finished.,Strength
1993,1993,i went on the treadmill at the gym. my legs were hurting after i completed the exercise.,Aerobic
1994,1994,walking is my first workout.  i feel better after performing the first workout.,Aerobic
1995,1995,running is my second workout. i feel happy after performing the second workout.,Aerobic
1996,1996,ran on the treadmill very tired but feel energized,Aerobic
1997,1997,did a set of pushups my arms are so sore,Strength
1998,1998,i went running felt good,Aerobic
1999,1999,went for a hike felt exhausted,Aerobic
2000,2000,i took a one hour yoga class. i feel relaxed and ready to take on the day.,Aerobic
2001,2001,i took a one hour spinning class.  i feel refreshed and energized.,Aerobic
2002,2002,yesterday i tried yoga for the first time. i am not flexible at all!,Aerobic
2003,2003,today i power walked for 30 minute. i was totally out of breath.,Aerobic
2004,2004,i walked two miles outside. i feel refreshed.,Aerobic
2005,2005,i did 10 sit-ups. i feel out of shape.,Strength
2006,2006,i just did ten push ups . i feel sick.,Strength
2007,2007,i just did ran a half mile. i feel like i might die.,Aerobic
2008,2008,i just ran for thirty minutes on the treadmill. i feel beat.,Aerobic
2009,2009,i did 300 crunches. my abs are on fire.,Strength
2010,2010,i just ran one mile i feel out of breath,Aerobic
2011,2011,i just did 30 minutes on the eliptical. i felt invigorated,Aerobic
2012,2012,i went for a long hike up a mountain. my legs are shaky & sore.,Aerobic
2013,2013,i did pull ups on a bar. i’m exhausted and sore now.,Strength
2014,2014,"i did 100 crunches. i am so out of shape, my abs are aching so bad.",Strength
2015,2015,i did a one-minute plank. my arms are shaking and my shoulders ache.,Strength
2016,2016,i jogged for 20 minutes. i felt tired but accomplished!,Aerobic
2017,2017,i ran on a treadmill for 1 hour. i was so tired and bored after my workout.,Aerobic
2018,2018,i did cardio on the elliptical for 30 minutes i felt so winded!,Aerobic
2019,2019,i used my ab roller for 15 minutes straight. i was so fatigued afterwards!,Strength
2020,2020,10 push ups pumped ready to do a second set,Strength
2021,2021,50 crunches abs are burning feels good tho,Strength
2022,2022,dumbell curls it was good,Strength
2023,2023,ran a mile it was hard,Aerobic
2024,2024,i just did three sets of bicep curls with dumbbells. i felt strained during the workout.,Strength
2025,2025,i just ran for thirty minutes. i felt energized and active.,Aerobic
2026,2026,i walked four miles on the treadmill. i felt invigorated.,Aerobic
2027,2027,i cycled for half an hour.  i felt sweaty.,Aerobic
2028,2028,i jogged 30 minutes around my neighborhood. i am tired and sweaty.,Aerobic
2029,2029,i did 100 situps. my stomach is on fire.,Strength
2030,2030,stair climber terrible,Aerobic
2031,2031,leg press pretty good,Strength
2032,2032,i just ran a mile! my stomach ached afterwards and i felt drained.,Aerobic
2033,2033,i walked 3 miles! i felt amazing!,Aerobic
2034,2034,i just ran 30 minutes on the elliptical.  i feel sweaty.,Aerobic
2035,2035,i swam 50 laps in the pool.  i feel exhausted.,Aerobic
2036,2036,i just finish 20 push ups and am worn out already,Strength
2037,2037,i just ran 200metres and am so stressed out,Aerobic
2038,2038,i did six miles on the elliptical. i felt exhilerated.,Aerobic
2039,2039,i took a 45-minute barre class. i was exhausted!,Aerobic
2040,2040,i swam two miles. i feel terrific.,Aerobic
2041,2041,i ran three miles. i feel energetic.,Aerobic
2042,2042,i just went for a two mile hike. i feel exhausted.,Aerobic
2043,2043,i just swam laps at the pool for 20 minutes. i feel refreshed,Aerobic
2044,2044,i did 20 body weight pushups  i was out of breath,Strength
2045,2045,i just did 20 body weight dips my triceps feel like jello,Strength
2046,2046,i  ran on the treadmill today  i felt tired after performing this workout.,Aerobic
2047,2047,i did the stair master for 30 minutes today my legs felt tired after this exercise,Aerobic
2048,2048,i played an hour of basketball. i feel tired and hungry,Aerobic
2049,2049,i played 18 holes of golf i feel happy to have played so long,Aerobic
2050,2050,i  just did my first weight training workout.. i feel like a wet noodle all over now.,Strength
2051,2051,i just swam for 30 minutes i feel so very tired.,Aerobic
2052,2052,it was quite difficult doing the bench press. i was really exhausted.,Strength
2053,2053,i focused on my form during my deadlift attempts. i felt a little better but exhausted.,Strength
2054,2054,i just ran 2 miles. i’m exhausted now.,Aerobic
2055,2055,i did 70 squats. it was tiring.,Strength
2056,2056,i went to a yoga class for an hour. i felt relaxed and accomplished.,Aerobic
2057,2057,i did a hiit training workout for 45 minutes. i felt out of breath and tired.,Aerobic
2058,2058,i walked 600 steps around my house. i legs are feeling tired.,Aerobic
2059,2059,"i ran around my neighbor hood 2 times i felt good after the run,",Aerobic
2060,2060,i just ran around my block twice.  i was really exhauted when i got back home.,Aerobic
2061,2061,i ran on my treadmill for one ahour and a half.  i was sweating so bad and thought i was gonna pass out.,Aerobic
2062,2062,i did 20 pushups this made me feel warmed up,Strength
2063,2063,i did bench press 135lbs for 8 reps i felt tired,Strength
2064,2064,i did 20 jumping jacks my heart is racing and i am out of breath.,Aerobic
2065,2065,i just rode the bike for ten minutes. my legs hurt from the peddling,Aerobic
2066,2066,"i swam 20 laps tired, but was able to complete the workout i set out to",Aerobic
2067,2067,"10x20yd sled pushes felt good overall, pace dramatically slowed last 3 reps",Aerobic
2068,2068,i did 10 miles on the exercise bike.  i feel very accomplished.,Aerobic
2069,2069,i did 20 minutes on the elliptical.  my legs are killing me.,Aerobic
2070,2070,i just walked 3 laps around the building during my lunch hour i feel so refreshed,Aerobic
2071,2071,i just did 5 sets of 25 sit-ups. gosh my stomach is feeling it.,Strength
2072,2072,high intensity spin workout i felt very sweaty and worn out.,Aerobic
2073,2073,lifting dumbells my arms feel tired and more energetic.,Strength
2074,2074,i just jumped rope for three set of 30 seconds my legs feel like jelly,Aerobic
2075,2075,i just did three sets of twenty-five push up my chest is on fire,Strength
2076,2076,i did 20 push-ups. i'm shaky and my muscles feel weak.,Strength
2077,2077,i did 4 sets of bench-press. my arms hurt and i'm out of breath.,Strength
2078,2078,i just finished a half hour on the treadmill i feel great about getting started with this program,Aerobic
2079,2079,i just did 45 minutes on the treadmill. i feel proud that i am increasing my time and stamina,Aerobic
2080,2080,i ran around the track for a half hour i felt out of breath!,Aerobic
2081,2081,i did 30 jumping jacks i was extremely tired after,Aerobic
2082,2082,i worked out on the elliptical. it was invigorating.,Aerobic
2083,2083,i rode my bike 15 miles today. it was exhausting.,Aerobic
2084,2084,i did culs for 15 minutes my arms were burning,Aerobic
2085,2085,i biked 10 miles my legs were sore,Aerobic
2086,2086,i just did 20 minutes on the tread climber. my calfs were on fire.,Aerobic
2087,2087,i just did an upper body dumb bell workout.  it made my arms feel so weak.,Strength
2088,2088,i did yoga for 1 hour today. i feel energized!,Aerobic
2089,2089,i rode a bicycle for 1 hour today. i feel really tired!,Aerobic
2090,2090,my first workout was in high school where i only ran on the treadmill for about half hour i was kind of tired afterwards but felt absolutely remarkable,Aerobic
2091,2091,after that first workout i tried to go for a bench press with my other friend  i felt really great and that was the day when i decided to work out regularly,Strength
2092,2092,i ran 1 mile i felt exhausted,Aerobic
2093,2093,i ran 1.5 miles i felt tired,Aerobic
2094,2094,i did 20 push-ups in a row i feel like i am going to die,Strength
2095,2095,i did 10 burpees i am exhausted,Aerobic
2096,2096,"i walked 3 miles in 40 minutes. wow, i feel excited, that was great.",Aerobic
2097,2097,i did 20 miles on my stationary cycle. i feel exhilarated.,Aerobic
2098,2098,i went running for an hr i felt energized,Aerobic
2099,2099,i was swimming for 30 min it felt fulfilling,Aerobic
2100,2100,i ran on the treadmill.  i feel motivated.,Aerobic
2101,2101,i did pushups at the park. my arms are sore but i feel accomplished.,Strength
2102,2102,i did 4 sets of 20 lunges  i felt tired and my leg are sore already,Strength
2103,2103,i did bench press at 185 pounds  my chest has gotten stronger,Strength
2104,2104,4 sets of standing dumbbell press on top of the world,Strength
2105,2105,4 sets of push ups triceps sore,Strength
2106,2106,i just finished walking 3.1 miles.   i feel tired but very pleased.,Aerobic
2107,2107,i walked up 8 flights of steps. my legs are aching and i'm out of breath.,Aerobic
2108,2108,i jogged 3 miles. my legs and lower body was sore.,Aerobic
2109,2109,i played a pick up basketball game. my back and legs were tired i had to take a nap.,Aerobic
2110,2110,i just did 50 jumping jacks. i'm really out of breath.,Aerobic
2111,2111,i just ran one mile. im very tired,Aerobic
2112,2112,i just hiked 3 miles with my weighted vest. i felt really tired afterwards,Aerobic
2113,2113,i ran for 30 minutes on the treamill. i am exhausted now.,Aerobic
2114,2114,i did fourty five minutes of boxing i couldn't walk after the first day,Aerobic
2115,2115,i decided to try to add squats to my routine during was no issue it was the second when it was really tough,Strength
2116,2116,i worked out for 20 minutes on the elliptical  my legs feel like jelly,Aerobic
2117,2117,i walked 5 miles this morning my hips are sore.,Aerobic
2118,2118,i walked for more than two miles today. i am so exhausted and drowsy.,Aerobic
2119,2119,i spent two hours practicing tap dancing at home.  i feel so beat and breathless.,Aerobic
2120,2120,i did 60 squats in my room i felt very refreshed,Strength
2121,2121,i took a walk outside i felt energized after my walk,Aerobic
2122,2122,i ran 5k on the treadmill this afternoon. i feel invigorated!,Aerobic
2123,2123,i did 4 sets of ten push-ups today. my arms feel wobbly.,Strength
2124,2124,i completed a hiit class i am tired and sweaty,Aerobic
2125,2125,i did yoga i feel relaxed and calm,Aerobic
2126,2126,i spent a hour doing yoga i feel like i'm dying- every muscle hurts,Aerobic
2127,2127,"i did an hour of zumba i felt like i was gasping like a fish and a 1,000 degrees hot",Aerobic
2128,2128,i just did 300 sit ups i feel nauseous now,Strength
2129,2129,i just did 50 squats now my legs are shaky,Strength
2130,2130,i did 30 minutes in a spin class. it was hard but i felt great after!,Aerobic
2131,2131,i did 15 reps of sumo squats. my legs were sore after!,Strength
2132,2132,i went for an hour-long walk with my dog. i felt energized and happy.,Aerobic
2133,2133,i went for a kickboxing class at the gym. i feel exhausted and sore.,Aerobic
2134,2134,i went for a 30 minute hiit jog i am very out of shape,Aerobic
2135,2135,i did a 2 sets of resistance band walks my thighs are shaky,Strength
2136,2136,i did 20 sit-ups. it was relaxing afterwards.,Strength
2137,2137,i did a 10 minute jog. i was terrible exhausting.,Aerobic
2138,2138,i did 10 minutes on the rowing machine my legs are so sore.,Aerobic
2139,2139,i walked for 30 minutes.  i feel really refreshed.,Aerobic
2140,2140,i did 100 jump ropes i felt exhausted.,Aerobic
2141,2141,"i lifted 10 pound weights on each arm, 30 reps  my arms started shaking",Strength
2142,2142,i ran two miles. i felt very exhausted.,Aerobic
2143,2143,i did one jumping jack. i felt lazy.,Aerobic
2144,2144,i just did a 20 minute pilates workout.  it was really challenging!,Aerobic
2145,2145,i did 15 minutes on the elliptical.  it was hard to keep going but i made it through!,Aerobic
2146,2146,i just did yoga i felt great!,Aerobic
2147,2147,i just went for a one mile walk  i felt good,Aerobic
2148,2148,i did a 10 minute ab workout i felt really out of shape,Strength
2149,2149,i ran for 45 minutes on the treadmill i felt exhausted the whole time,Aerobic
2150,2150,i went on a run i felt exhausted physically,Aerobic
2151,2151,i did yoga i was relaxed,Aerobic
2152,2152,i just did four cycles of fifteen seconds plank my arms and shoulders felt sore afterwards,Strength
2153,2153,i did a set of leg lifts i felt very tired,Strength
2154,2154,i rode 10 miles of bike trails. i felt thirsty and tired.,Aerobic
2155,2155,i swam forty laps. i felt refreshed and energized.,Aerobic
2156,2156,i did 30 minutes on the elliptical machine. i feel energized.,Aerobic
2157,2157,"i spent an hour in a kickboxing class. my arms are worn out, but my legs feel great.",Aerobic
2158,2158,i climbed 50 flights of steps. i felt warmed up.,Aerobic
2159,2159,i did butterflys on a weight machine. i felt like i was getting started.,Strength
2160,2160,i just lifted chest and tris today. i felt very strong doing so because i hit my new max,Strength
2161,2161,i walked on the treadmill for 8 miles today i felt exhausted because that was the longest i have walked in a while,Aerobic
2162,2162,my first workout was running few miles thats so hard to me,Aerobic
2163,2163,second workout was jumping that was good,Aerobic
2164,2164,i just did a ten kilometer run. i feel wiped out and ready to collapse on the floor.,Aerobic
2165,2165,i hiked up a moutain path for one hour. i feel invigorated by the fresh moutain air and am ready for more.,Aerobic
2166,2166,i just did pilates i'm out of shape,Aerobic
2167,2167,i practiced choreography i am out of breath,Aerobic
2168,2168,i spent the past half hour running 50-yard and 100-yard sprints i need to lose some weight because i am so winded after just 10 minutes.,Aerobic
2169,2169,i did some circuit training focusing on my arms and back. i feel a tremendous burn in my arms and shoulders and think i may have overdid it.,Aerobic
2170,2170,i ran a mile on the treadmill i was super winded,Aerobic
2171,2171,i did a set of dumbbell bench press my chest was very sore afterwards.,Strength
2172,2172,i did 5 sit ups today.  i feel real tired and drained.,Strength
2173,2173,i did 10 sit ups today. i feel like i'm as out of shape as most 90 year olds.,Strength
2174,2174,i walk non stop for one hour. initially i would get tired and would have to talk to a friend or family member not to get distracted and to keep going.  i would get tired after the first 20 minutes.,Aerobic
2175,2175,"the second workout was also walking, i got tired again but was thinking of the ultimate goal. after the second workout i was sweating and a little tired.  but  felt good that i accomplished my goal.",Aerobic
2176,2176,i did 4 sets of bicep curls i am feeling energized,Strength
2177,2177,i did tricep extensions i am feeling good,Strength
2178,2178,i did the bench press class at the gym today i felt very tired.,Strength
2179,2179,i did a plank in my home i felt relax and happy mood.,Strength
2180,2180,i weight lifted at the gym today i feel refreshed,Strength
2181,2181,i took a one hour zumba class i feel energized,Aerobic
2182,2182,i just did twenty crunches i feel better,Strength
2183,2183,i just did forty jumping jacks i feel bad,Aerobic
2184,2184,i did burpee at the gym i felt tried,Strength
2185,2185,i work out cycling i feel very happy,Aerobic
2186,2186,i did 15 military presses i feel sore,Strength
2187,2187,i did 50 barbell rows i feel accomplished,Strength
2188,2188,i rode my bike for 3 miles. my legs were really sore afterwards.,Aerobic
2189,2189,i ran doe two miles. i felt really tired after my run anf my feet really hurt,Aerobic
2190,2190,i did 30 minutes of jump rope. i felt high energy during the workout.,Aerobic
2191,2191,i just did three sets of heavy barbell squats. i feel so sore right now!,Strength
2192,2192,today i ran 5 miles on my treadmill. i was sweaty and my feet hurt a lot.,Aerobic
2193,2193,i tried 20 burpees as fast as i could. i was out of breath by the time i finished.,Aerobic
2194,2194,i do walking i felt very tired,Aerobic
2195,2195,i do jogging i felt now ok,Aerobic
2196,2196,i just did aerobics for one hour.  my body feels so tired and lifeless.,Aerobic
2197,2197,"i walked outside for over an hour. my legs feel so shaky, now.",Aerobic
2198,2198,3 miles track felt poor this morning,Aerobic
2199,2199,3 sets db squats felt poor this morning,Strength
2200,2200,i did 60 seconds of burpees. i felt out of breath.,Aerobic
2201,2201,i did a 2 minute squat hold. my legs feel like jello.,Strength
2202,2202,i did stretching exercises i felt relaxed,Aerobic
2203,2203,i did cyclic exercises i felt limber,Aerobic
2204,2204,i walked 10 laps around the track my legs are sore,Aerobic
2205,2205,i jogged on the treadmill for 30 mintues i'm really out of breathe,Aerobic
2206,2206,i ran 2 miles on the treadmill  my body was exhasuted and i have a headache,Aerobic
2207,2207,i did 50 pushups my arms are shaky and feel numb.,Strength
2208,2208,push ups take rest,Strength
2209,2209,i did ten 20 meter sprints i felt nauseous,Aerobic
2210,2210,deadlift fatigued and shaky,Strength
2211,2211,calf raises not too fatigued but sore in my calves,Strength
2212,2212,i walked over two miles in my neighborhood. it felt amazing to get some fresh air.,Aerobic
2213,2213,i spent 30 minutes on a rowing machine. phew! i wore myself out.,Aerobic
2214,2214,treadmill for 35 min. at 3 mph i felt great,Aerobic
2215,2215,rode exercise bike 30 min. for 6 miles a little tired and sweaty,Aerobic
2216,2216,i just ran five kilometers on the track very energitic,Aerobic
2217,2217,i take  100 push ups i feel so tired,Strength
2218,2218,i just played 1 hour of tennis i feel good,Aerobic
2219,2219,i just ran 5 miles i feel totally exhausted,Aerobic
2220,2220,i just ran 2 miles. i am exhausted.,Aerobic
2221,2221,i biked 6 miles. i feel strong now.,Aerobic
2222,2222,i walked 3 miles today i felt sweaty and like i needed water,Aerobic
2223,2223,i walked another 3 miles last night my legs felt sore and weak until i rested,Aerobic
2224,2224,i ran a mile very tired,Aerobic
2225,2225,i lifted weights weak and tired,Strength
2226,2226,i just ran four miles i feel like i’m going to fall down,Aerobic
2227,2227,i bench pressed a hundred and fifty pounds my arms feel numb,Strength
